Movie Name,Star 1,Star 2,Star 3,Star 4,Votes,Genre 1,Genre 2,Genre 3,Gross Collection,Certification
 Domino , Keira Knightley, Mickey Rourke, Edgar Ramírez, Rizz Abbasi,68387,Action, Biography, Crime, $10.17M,Not Rated
 The Rookie , Clint Eastwood, Charlie Sheen, Raul Julia, Sonia Braga,28322,Action, Crime, Drama, $21.63M,UA
 Star Wars: The Clone Wars , Matt Lanter, Nika Futterman, Tom Kane, Ashley Eckstein,69299,Animation, Action, Adventure, $35.16M,U
 The Legend of Zorro , Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, Alberto Reyes,104884,Action, Adventure, Romance, $46.46M,U
 Firefox , Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke,28403,Action, Adventure, Thriller, $46.71M,U
 The Fan , Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo,50010,Action, Drama, Sport, $18.57M,UA
 Fatman , Mel Gibson, Walton Goggins, Marianne Jean-Baptiste, Chance Hurstfield,27851,Action, Adventure, Comedy,N/A,R
 Gone , Amanda Seyfried, Jennifer Carpenter, Wes Bentley, Daniel Sunjata,45294,Action, Adventure, Mystery, $11.65M,UA
 Sanctum , Rhys Wakefield, Allison Cratchley, Christopher James Baker, Richard Roxburgh,56466,Action, Adventure, Drama, $23.07M,R
 Undercover Brother , Eddie Griffin, Denise Richards, Aunjanue Ellis-Taylor, Chris Kattan,35642,Action, Comedy,N/A, $38.23M,PG-13
 Kidnap , Halle Berry, Sage Correa, Chris McGinn, Lew Temple,38152,Action, Crime, Thriller, $30.72M,UA
 Red Tails , Cuba Gooding Jr., Gerald McRaney, David Oyelowo, Andre Royo,36360,Action, Drama, History, $49.88M,PG-13
 3000 Miles to Graceland , Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater,47797,Action, Comedy, Crime, $15.74M,R
 Another 48 Hrs, Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe,43150,Action, Comedy, Crime, $80.82M,UA
 Fortress , Christopher Lambert, Loryn Locklin, Kurtwood Smith, Clifton Collins Jr.,29654,Action, Crime, Sci-Fi, $6.74M,R
 Men at Work , Charlie Sheen, Emilio Estevez, Leslie Hope, Keith David,25684,Action, Comedy, Crime, $16.25M,N/A
 Hard Rain , Morgan Freeman, Christian Slater, Randy Quaid, Minnie Driver,36406,Action, Crime, Drama, $19.82M,R
 Ride Along 2 , Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt,61024,Action, Comedy, Crime, $91.22M,U
 The Double , Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan,31028,Action, Crime, Drama,N/A,PG-13
 Tiger Lives , Salman Khan, Anupriya Goenka, Katrina Kaif, Akdas Hayat,31061,Action, Adventure, Thriller, $5.56M,UA
 Ghosted , Chris Evans, Ana de Armas, Adrien Brody, Mike Moh,42877,Action, Adventure, Comedy,N/A,U/A 16+
 End of Days , Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak,113624,Action, Fantasy, Horror, $66.89M,R
 Mulan , Liu Yifei, Donnie Yen, Gong Li, Jet Li,153116,Action, Adventure, Drama,N/A,12+
 Oldboy , Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley,78400,Action, Drama, Mystery, $2.19M,A
 The Man from Toronto , Kevin Hart, Woody Harrelson, Jasmine Mathews, Kaley Cuoco,54036,Action, Adventure, Comedy,N/A,UA 13+
 Teenage Mutant Ninja Turtles , Megan Fox, Will Arnett, William Fichtner, Noel Fisher,214784,Action, Adventure, Comedy, $191.20M,15+
 Army of the Dead , Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick,178693,Action, Crime, Drama, $1.00M,18
 Battleship , Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna,252476,Action, Adventure, Sci-Fi, $65.42M,UA
 Clash of the Titans , Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng,287283,Action, Adventure, Fantasy, $163.21M,UA
 xXx , Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson,183139,Action, Adventure, Thriller, $142.11M,UA
 The League of Extraordinary Gentlemen , Sean Connery, Stuart Townsend, Peta Wilson, Jason Flemyng,179863,Action, Adventure, Fantasy, $66.47M,UA
 Species , Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina,82469,Action, Horror, Sci-Fi, $60.07M,A
2012, John Cusack, Thandiwe Newton, Chiwetel Ejiofor, Amanda Peet,386551,Action, Adventure, Sci-Fi, $166.11M,UA
 Noah , Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson,260866,Action, Adventure, Drama, $101.20M,UA
 Mortal Kombat , Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa,121187,Action, Adventure, Fantasy, $70.45M,UA
 Cobra , Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson,76608,Action, Crime, Thriller, $49.04M,A
 Hollow Man , Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens,134567,Action, Horror, Sci-Fi, $73.21M,A
 Over the Top , Sylvester Stallone, Robert Loggia, Susan Blakely, Rick Zumwalt,56892,Action, Drama, Sport, $16.06M,U
 Without Remorse , Michael B. Jordan, Jodie Turner-Smith, Jamie Bell, Guy Pearce,61211,Action, Thriller, War,N/A,13
 Blade: Trinity , Wesley Snipes, Kris Kristofferson, Parker Posey, Ryan Reynolds,182783,Action, Horror, Sci-Fi, $52.41M,R
 RoboCop 2 , Peter Weller, Nancy Allen, Belinda Bauer, Dan O'Herlihy,89227,Action, Crime, Sci-Fi, $45.68M,A
 Troll , Ine Marie Wilmann, Kim Falck, Mads Sjøgård Pettersen, Gard B. Eidsvold,44805,Action, Adventure, Drama,N/A,UA 13+
 Journey to the Center of the Earth , Brendan Fraser, Josh Hutcherson, Aníta Briem, Seth Meyers,127114,Action, Adventure, Family, $101.70M,U
 The Mortal Instruments: City of Bones , Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West,136432,Action, Adventure, Fantasy, $31.17M,A
 Pride and Prejudice and Zombies , Lily James, Sam Riley, Jack Huston, Bella Heathcote,58450,Action, Comedy, Fantasy, $10.91M,PG-13
 Haywire , Gina Carano, Ewan McGregor, Michael Fassbender, Michael Angarano,88446,Action, Drama, Thriller, $18.94M,UA
 Lake Placid , Bridget Fonda, Bill Pullman, Oliver Platt, Brendan Gleeson,63374,Action, Comedy, Horror, $31.77M,A
 Wild Hogs , Tim Allen, Martin Lawrence, John Travolta, William H. Macy,120976,Action, Adventure, Comedy, $168.27M,PG-13
 Extinction , Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay,55184,Action, Drama, Sci-Fi,N/A,16
 Skyscraper , Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller,126928,Action, Adventure, Thriller, $68.42M,UA
1941, John Belushi, Dan Aykroyd, Treat Williams, Nancy Allen,35058,Action, Comedy, War, $31.76M,U
 Rambo III , Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith,135635,Action, Adventure, Thriller, $53.72M,A
 The Host , Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger,116865,Action, Adventure, Drama, $26.63M,A
 Around the World in 80 Days , Jackie Chan, Steve Coogan, Jim Broadbent, Kathy Bates,92325,Action, Adventure, Comedy, $24.01M,7
 Morgan , Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare,44876,Action, Horror, Sci-Fi, $3.91M,R
 Resident Evil: Afterlife , Milla Jovovich, Ali Larter, Wentworth Miller, Kim Coates,175310,Action, Horror, Sci-Fi, $60.13M,UA
 Straw Dogs , James Marsden, Kate Bosworth, Alexander Skarsgård, James Woods,35174,Action, Drama, Thriller, $10.32M,UA
 The Gunman , Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem,42371,Action, Adventure, Crime, $10.64M,R
 Into the Storm , Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon,70112,Action, Adventure, Drama, $47.60M,UA 13+
 The Green Hornet , Seth Rogen, Jay Chou, Christoph Waltz, Cameron Diaz,162614,Action, Comedy, Crime, $98.78M,18
 Cradle 2 the Grave , Jet Li, DMX, Mark Dacascos, Anthony Anderson,45835,Action, Crime, Drama, $34.71M,A
 Hard to Kill , Steven Seagal, Kelly LeBrock, William Sadler, Frederick Coffin,31305,Action, Crime, Drama, $47.41M,A
 Reindeer Games , Ben Affleck, Gary Sinise, Charlize Theron, James Frain,41250,Action, Adventure, Crime, $23.36M,R
 Air America , Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins,29646,Action, Comedy, War, $31.05M,UA
 Striking Distance , Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore,44335,Action, Crime, Mystery, $23.80M,A
 Sudden Death , Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, Whittni Wright,35869,Action, Crime, Thriller, $20.35M,R
 Cirque du Freak: The Vampire's Assistant , Chris Massoglia, John C. Reilly, Salma Hayek, Josh Hutcherson,47270,Action, Adventure, Fantasy, $14.05M,PG-13
 Bulletproof , Damon Wayans, Adam Sandler, James Caan, Jeep Swenson,39277,Action, Comedy, Crime, $21.16M,R
 Firewall , Harrison Ford, Virginia Madsen, Paul Bettany, Carly Schroeder,58733,Action, Crime, Thriller, $48.75M,UA
 Taxi 3 , Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Bai Ling,44251,Action, Comedy, Crime, $0.50M,UA
 Samrat Prithviraj , Akshay Kumar, Sanjay Dutt, Ashutosh Rana, Manushi Chhillar,53161,Action, Drama, History,N/A,UA
 Murder Mystery 2 , Adam Sandler, Jennifer Aniston, Mark Strong, Mélanie Laurent,53853,Action, Comedy, Crime,N/A,UA 13+
 The Matrix Resurrections , Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff,261728,Action, Sci-Fi,N/A,N/A,A
 Strange World , Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid,40482,Animation, Action, Adventure,N/A,PG
 Memory , Liam Neeson, Guy Pearce, Taj Atwal, Harold Torres,30507,Action, Crime, Thriller,N/A,A
 G, Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje,212034,Action, Adventure, Sci-Fi, $152.27M,UA
 X-Men: Dark Phoenix , James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult,194832,Action, Adventure, Sci-Fi, $65.85M,UA
 The Three Musketeers , Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich,109953,Action, Adventure, Fantasy, $20.38M,UA
 Mechanic: Resurrection , Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh,88700,Action, Adventure, Crime, $21.22M,UA
 Escape Room: Tournament of Champions , Taylor Russell, Logan Miller, Deborah Ann Woll, Thomas Cocquerel,52219,Action, Adventure, Horror, $25.19M,Not Rated
 Fantastic Four , Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba,336267,Action, Adventure, Fantasy, $154.70M,UA
 Samaritan , Sylvester Stallone, Javon 'Wanna' Walton, Pilou Asbæk, Dascha Polanco,50490,Action, Drama, Fantasy,N/A,UA 16+
 Planet of the Apes , Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan,223751,Action, Adventure, Sci-Fi, $180.01M,UA
 Buffy the Vampire Slayer , Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer,47029,Action, Comedy, Fantasy, $16.62M,UA
 Chaos Walking , Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo,52816,Action, Adventure, Fantasy, $13.29M,UA
 Bloodshot , Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell,81316,Action, Adventure, Sci-Fi, $12.56M,UA
 G, Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung-hun,184576,Action, Adventure, Sci-Fi, $122.52M,UA
 Lara Croft: Tomb Raider , Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor,213942,Action, Adventure, Fantasy, $131.14M,U
 Underworld: Blood Wars , Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver,78466,Action, Adventure, Fantasy, $30.35M,UA
 Journey 2: The Mysterious Island , Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán,108062,Action, Adventure, Comedy, $103.86M,U
 Freddy vs, Robert Englund, Ken Kirzinger, Kelly Rowland, Monica Keena,122974,Action, Horror,N/A, $82.62M,A
 Only God Forgives , Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown,115170,Action, Crime, Drama, $0.78M,A
 Cooties , Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer,27264,Action, Comedy, Horror, $0.06M,R
 Hitman: Agent 47 , Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds,93372,Action, Crime, Thriller, $22.47M,15+
 The Darkest Minds , Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson,34029,Action, Adventure, Drama, $12.70M,PG-13
 Wrath of the Titans , Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes,192316,Action, Adventure, Fantasy, $83.67M,UA
 Poseidon , Richard Dreyfuss, Kurt Russell, Emmy Rossum, Josh Lucas,107422,Action, Adventure, Thriller, $60.67M,UA
 Battle Los Angeles , Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan, Ramón Rodríguez,182634,Action, Adventure, Sci-Fi, $83.55M,UA
 Pan , Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara,65926,Action, Adventure, Comedy, $35.09M,U
 Gamer , Gerard Butler, Michael C. Hall, Ludacris, Amber Valletta,137410,Action, Sci-Fi, Thriller, $20.49M,A
 Allegiant , Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts,127726,Action, Adventure, Mystery, $66.18M,13
 Fool's Gold , Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena,82142,Action, Adventure, Comedy, $70.23M,PG-13
 Escape from L, Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer,77678,Action, Adventure, Sci-Fi, $25.48M,A
 Cutthroat Island , Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin,29368,Action, Adventure, Comedy, $10.02M,U
 The Marksman , Katheryn Winnick, Liam Neeson, Teresa Ruiz, Juan Pablo Raba,40215,Action, Drama, Thriller,N/A,UA
 Priest , Paul Bettany, Cam Gigandet, Maggie Q, Karl Urban,121923,Action, Fantasy, Horror, $29.14M,PG-13
 The Do-Over , Adam Sandler, David Spade, Paula Patton, Kathryn Hahn,48983,Action, Adventure, Comedy,N/A,18
 Gemini Man , Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong,116857,Action, Sci-Fi, Thriller, $48.55M,UA
 Sabotage , Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams,64925,Action, Crime, Drama, $10.51M,A
 Race to Witch Mountain , Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig,61435,Action, Adventure, Family, $67.17M,U
 Hudson Hawk , Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn,58232,Action, Adventure, Comedy, $17.22M,UA
 Ben-Hur , Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi,45424,Action, Drama, Romance, $26.41M,PG-13
 Red Planet , Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt,59073,Action, Sci-Fi, Thriller, $18.00M,UA
 Bullet to the Head , Sylvester Stallone, Jason Momoa, Christian Slater, Sung Kang,51174,Action, Crime, Thriller, $9.48M,A
 Drillbit Taylor , Owen Wilson, Josh Peck, Alex Frost, Nate Hartley,61466,Action, Comedy, Crime, $32.85M,PG-13
 Money Train , Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake,42140,Action, Comedy, Crime, $35.32M,UA
 Beckett , John David Washington, Boyd Holbrook, Vicky Krieps, Alicia Vikander,27305,Action, Crime, Drama,N/A,16
 Crocodile Dundee II , Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo,59194,Action, Adventure, Comedy, $109.31M,U
 Bandidas , Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam,36393,Action, Comedy, Crime,N/A,PG-13
 Mighty Joe Young , Bill Paxton, Charlize Theron, Rade Serbedzija, Peter Firth,29991,Action, Adventure, Family, $50.63M,UA
 Close , Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi, Sophie Nélisse,25966,Action, Drama, Thriller,N/A,N/A
 Nowhere to Run , Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine,25278,Action, Drama, Romance, $22.19M,A
 Armored , Columbus Short, Matt Dillon, Laurence Fishburne, Jean Reno,31345,Action, Crime, Thriller, $15.99M,PG-13
 The Art of War , Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer,30428,Action, Adventure, Crime, $30.21M,R
 The Mother , Jennifer Lopez, Lucy Paez, Omari Hardwick, Joseph Fiennes,34175,Action, Thriller,N/A,N/A,R
 Transformers: Age of Extinction , Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor, Stanley Tucci,321919,Action, Adventure, Sci-Fi, $245.44M,UA
 Jurassic World: Dominion , Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill,184806,Action, Adventure, Sci-Fi, $376.85M,UA
 The Meg , Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis,181007,Action, Horror, Sci-Fi, $143.01M,UA
 Pixels , Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage,150897,Action, Comedy, Fantasy, $78.75M,PG-13
 Beast , Liyabuya Gongo, Martin Munro, Daniel Hadebe, Thapelo Sebogodi,34483,Action, Adventure, Drama, $31.85M,UA
 Charlie's Angels , Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray,191440,Action, Adventure, Comedy, $125.31M,A
 Hulk , Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas,272899,Action, Sci-Fi,N/A, $132.18M,UA
 Last Seen Alive , Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry,25634,Action, Mystery, Thriller,N/A,A
 The Dark Tower , Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert,142093,Action, Adventure, Fantasy, $50.70M,UA
 You Don't Mess with the Zohan , Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson,207839,Action, Comedy,N/A, $100.02M,PG-13
 Spy Kids , Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino,121951,Action, Adventure, Comedy, $112.72M,U
 Men in Black: International , Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson,139759,Action, Adventure, Comedy, $80.00M,U
 Judge Dredd , Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow,121407,Action, Crime, Sci-Fi, $34.69M,R
 Assassin's Creed , Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson,203304,Action, Adventure, Sci-Fi, $54.65M,UA
 Alexander , Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie,173015,Action, Biography, Drama, $34.30M,UA
 The Pacifier , Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett,97740,Action, Comedy, Drama, $113.09M,U
 R, Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon,139828,Action, Adventure, Comedy, $33.62M,A
 The 355 , Jessica Chastain, Penélope Cruz, Bingbing Fan, Diane Kruger,33182,Action, Thriller,N/A,N/A,UA
 Fantastic Four: Rise of the Silver Surfer , Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis,271360,Action, Adventure, Fantasy, $131.92M,U
 Pacific Rim: Uprising , John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman,121481,Action, Adventure, Fantasy, $59.87M,UA
 Alien vs, Sanaa Lathan, Lance Henriksen, Raoul Bova, Ewen Bremner,205863,Action, Adventure, Horror, $80.28M,UA
 Wild Card , Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia,57864,Action, Crime, Drama, $0.00M,R
 Machete Kills , Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba,80726,Action, Crime, Thriller, $8.01M,R
 Raw Deal , Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar,35994,Action, Crime, Thriller, $16.21M,A
 Johnny Mnemonic , Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T,74027,Action, Drama, Sci-Fi, $19.08M,UA
 Jay and Silent Bob Reboot , Joey Lauren Adams, Ben Affleck, Fred Armisen, Diedrich Bader,27192,Action, Adventure, Comedy,N/A,R
 Timeline , Paul Walker, Gerard Butler, Billy Connolly, Frances O'Connor,64566,Action, Adventure, Sci-Fi, $19.48M,PG-13
 Jolt , Kate Beckinsale, Jai Courtney, Stanley Tucci, Bobby Cannavale,33260,Action, Comedy, Crime,N/A,A
 The Ice Road , Liam Neeson, Marcus Thomas, Laurence Fishburne, Amber Midthunder,44015,Action, Adventure, Thriller,N/A,All
 Hold the Dark , Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough,38950,Action, Crime, Drama,N/A,16
 MacGruber , Will Forte, Kristen Wiig, Val Kilmer, Ryan Phillippe,46422,Action, Comedy,N/A, $8.46M,R
 The Specialist , Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger,67969,Action, Drama, Thriller, $57.36M,UA
 Double Impact , Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson,42361,Action, Crime,N/A, $30.10M,R
 Brahmastra Part One: Shiva , Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni,108667,Action, Adventure, Fantasy,N/A,UA
 Chain Reaction , Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward,54117,Action, Drama, Sci-Fi, $21.23M,UA
 National Security , Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke,52534,Action, Comedy, Crime, $36.38M,PG-13
 Sleepless , Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union,33423,Action, Thriller,N/A, $20.78M,R
 Exit Wounds , Steven Seagal, DMX, Isaiah Washington, Anthony Anderson,36215,Action, Crime, Thriller, $51.76M,R
 Survivor , Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace,34706,Action, Crime, Thriller,N/A,UA
 The Skulls , Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb,33032,Action, Crime, Drama, $35.05M,PG-13
 The Pink Panther 2 , Steve Martin, Jean Reno, Emily Mortimer, Andy Garcia,46727,Action, Adventure, Comedy, $35.92M,U
 Brick Mansions , Paul Walker, David Belle, RZA, Goûchy Boy,43292,Action, Crime, Thriller, $20.40M,UA
 The Contract , John Cusack, Morgan Freeman, Jamie Anderson, Alice Krige,25572,Action, Crime, Drama,N/A,R
 Fire with Fire , Josh Duhamel, Bruce Willis, Rosario Dawson, Vincent D'Onofrio,27103,Action, Thriller,N/A,N/A,UA
 Bad Company , Anthony Hopkins, Chris Rock, Matthew Marsh, Gabriel Macht,49034,Action, Comedy, Thriller, $30.16M,PG-13
 The Quest , Jean-Claude Van Damme, Roger Moore, James Remar, Janet Gunn,27070,Action, Adventure, Drama, $21.60M,PG-13
 12 Rounds , John Cena, Ashley Scott, Aidan Gillen, Steve Harris,29726,Action, Crime, Thriller, $12.23M,PG-13
 Metro , Eddie Murphy, Michael Rapaport, Kim Miyori, Art Evans,28347,Action, Comedy, Crime, $31.99M,R
 Once There Was a Tiger , Salman Khan, Katrina Kaif, Girish Karnad, Roshan Seth,36262,Action, Adventure, Romance, $2.35M,UA
 Bang Bang , Hrithik Roshan, Katrina Kaif, Pawan Malhotra, Danny Denzongpa,25094,Action, Adventure, Comedy, $2.55M,UA
 Baywatch , Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra Jonas,193863,Action, Comedy, Crime, $58.06M,A
 Shotgun Wedding , Jennifer Lopez, Josh Duhamel, Lenny Kravitz, Jennifer Coolidge,31647,Action, Comedy, Romance,N/A,A
 Infinite , Mark Wahlberg, Chiwetel Ejiofor, Sophie Cookson, Dylan O'Brien,55594,Action, Sci-Fi, Thriller,N/A,PG-13
 Spiderhead , Chris Hemsworth, Miles Teller, Jurnee Smollett, Mark Paguio,61952,Action, Crime, Drama,N/A,A
 Pompeii , Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje,113714,Action, Adventure, Drama, $23.22M,A
 Willy's Wonderland , Nicolas Cage, Emily Tosta, Beth Grant, Ric Reitz,33139,Action, Comedy, Horror,N/A,A
 Green Lantern , Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong,290078,Action, Adventure, Sci-Fi, $116.60M,UA
 George of the Jungle , Brendan Fraser, Leslie Mann, Thomas Haden Church, Richard Roundtree,81745,Action, Adventure, Comedy, $105.26M,PG
 The Core , Aaron Eckhart, Hilary Swank, Delroy Lindo, Bruce Greenwood,104391,Action, Adventure, Sci-Fi, $31.19M,UA
 The Cloverfield Paradox , Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz,109059,Action, Adventure, Horror,N/A,PG-13
 Under Siege 2: Dark Territory , Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl,48523,Action, Adventure, Thriller, $50.02M,A
 Sweet Girl , Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Adria Arjona,33577,Action, Drama, Thriller,N/A,16
 Virtuosity , Denzel Washington, Russell Crowe, Kelly Lynch, Stephen Spinella,31251,Action, Crime, Sci-Fi, $24.05M,UA
 The Scorpion King , Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu,142046,Action, Adventure, Fantasy, $91.05M,A
 Volcano , Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle,79128,Action, Drama, Sci-Fi, $49.32M,UA
 Snakes on a Plane , Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard,142080,Action, Adventure, Crime, $34.02M,A
 Beverly Hills Cop III , Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier,84326,Action, Comedy, Crime, $42.61M,A
 Eight Legged Freaks , David Arquette, Kari Wuhrer, Scott Terra, Scarlett Johansson,58817,Action, Adventure, Comedy, $17.32M,UA
 Resident Evil: The Final Chapter , Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts,97521,Action, Horror, Sci-Fi, $26.83M,A
 Your Highness , Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker,102932,Action, Adventure, Comedy, $21.60M,R
 Collateral Damage , Arnold Schwarzenegger, John Leguizamo, Francesca Neri, Elias Koteas,76557,Action, Drama, Thriller, $40.08M,A
 Peninsula , Gang Dong-won, Lee Jung-hyun, Re Lee, Hae-hyo Kwon,35155,Action, Horror, Thriller, $1.23M,A
 The Bounty Hunter , Jennifer Aniston, Gerard Butler, Gio Perez, Joel Marsh Garland,131105,Action, Comedy, Romance, $67.06M,A
 Seventh Son , Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander,79047,Action, Adventure, Fantasy, $17.22M,16
 Lara Croft: Tomb Raider - The Cradle of Life , Angelina Jolie, Gerard Butler, Chris Barrie, Ciarán Hinds,141669,Action, Adventure, Fantasy, $65.66M,UA
 Mortdecai , Johnny Depp, Gwyneth Paltrow, Ewan McGregor, Olivia Munn,74943,Action, Adventure, Comedy, $7.61M,UA
 Star Trek V: The Final Frontier , William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,62204,Action, Adventure, Fantasy, $52.21M,U
 The Happytime Murders , Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker,29417,Action, Comedy, Crime, $20.71M,A
